doc_id,topic_id,text
2379,-1,"TITLE: “And what is being Mapuche? And being Winka?” Identity deployments and negotiations in Facebook digital spaces dedicated to the revitalization of Mapudungun in Chile: a glotopolitical analysis “¿Y qué es ser mapuche? ¿Y qué es ser winka?” Despliegues y negociaciones de identidad en espacios digitales de Facebook dedicados a la revitalización del mapudungun en Chile: un análisis glotopolítico | KEYWORDS: Glotopolitics; Mapudungun revitalization; Mapudungun surnames; Social media sociolinguistics; Sociolinguistics of Chile | ABSTRACT: This paper is a concise qualitative analysis of discursive ideospaces, where people interested or involved in the management of Mapudungun (Mapuche language) confront and negotiate language ideologies in digital contexts concerning Chile, between 2015 and 2019. The corpus consists of a comment section from the Facebook group Aprender Mapudungun, where there are debates referring to discourses that explicitly demonstrate diverse language ideologies and their links with the extralinguistic within the context of Chile. We pay attention to how these ideologies, from linguistic agents and the general public, are coupled, confronted, or dialogued from the assumption of a conceptual contrast established in the relationship between the Mapuche and the Chilean/Winka, constituting complex and multidimensional visions. In this process, linguistic aspects are crucial, especially by means of the management of onomastics and the Mapudungun language."
2380,-1,"TITLE: Language ideologies of emerging institutional frameworks of Mapudungun revitalization in contemporary Chile: Nation, Facebook, and the moon of Pandora | KEYWORDS: language ideologies; language normalization; language revitalization; Mapudungun; social media sociolinguistics; sociolinguistics of Chile | ABSTRACT: This article is a succinct approach to Mapudungun language ideologies and their development within the political and economic context of 21st century Chile. Social media have empowered Mapudungun language activists and intellectuals and helped them create digital communities, some with hundreds of thousands of followers, from which they establish and promote language policies, defined by themselves. Among the most relevant language ideologies found in the corpus, there is a representation of Indigenous languages as sacred, or untouchable, often implying an essential connection between Indigenous cultures and the natural or spiritual world. This representation (called ""cosmovisionism""by activists) tends to contradict modernizing language ideologies that circulate in emerging Mapudungun language planning, mainly due to the influence of Basque and Catalan models based on the notion of language normalization, actively promoted in Chile by agents from those domains. Modernizing visions of Mapudungun tend to be linked to a nationalist political project that demands a solid connection between land, people, history, cultural identity, and language. This leads to ideological tensions between the urgency to anonymize and the need to depoliticize the language, both simultaneously considered fundamental to secure Mapudungun's expansion."
2381,1,"TITLE: Mothering on the web: A feminist analysis of posts and interactions on a Chilean Instagram account on motherhood | KEYWORDS: good mothering; intensive motherhood; motherhood discourses; mummy blogs; social networks sites (SNS) | ABSTRACT: Social networking sites (SNS) have become important spaces during the early years of parenting. They allow users to access information, share experiences and provide an opportunity to establish support networks. In this article we present the results of our research on a Chilean motherhood account on Instagram. The research, which takes a feminist approach, used Critical Discourse Analysis (CDA) to analyze discourses around “good mothering”, and the role of this communication site in this process. We present the results in three sections: a) “Positioning in debates about motherhood”; b) “Real motherhood and maternal love”; and c) “Interactions as regulatory mechanisms”. The main findings suggest that these SNS, through interactions between the account holder and their followers, reproduce dominant discourses of what is considered to be “good mothering” which both sustain asymmetrical gendered power relationships and challenge such power relations. Furthermore, we conclude that although SNS may appear to be an inclusive relational space, the regulatory mechanisms of the sites circumscribe who, and how one, can participate in this space."
2382,18,"TITLE: Assumption of the Myths of Romantic Love: Its Relationship With Sex, Type of Sex-Affective Relationship, and Sexual Orientation | KEYWORDS: better-half; bisexual; consensual non-monogamy; exclusivity; monogamy; polyamory | ABSTRACT: Romantic love promotes and lays the foundation for the development of hegemonic affective sex relationships, guiding the normative ways of feeling and experiencing love. This way of conceiving love is an intrinsic part of women's subordination, and it entails a greater tolerance for situations of violence in sex-affective relationships in which the exercise of asymmetric power relations between men and women is legitimized. With the current advent of the postmodern stage, a wide variety of dissident (non-heterosexual) sexual orientations with heterosexual hegemony have been given greater visibility and legitimacy, and new ways of relating to sex affectively have emerged initially opposed to traditional romantic discourse, the fundamental pillar of monogamy. The aim of the present work was to study whether these different ways of linking us and understanding affective sex relations marked a significant difference with respect to the heterosexual monogamous hegemonic model in the assumption of the mythified ideas of romantic love. Therefore, we studied the relationship between sex, sexual orientation, and the type of sex-affective relationship (monogamous or non-monogamous by consensus) in the assumption of the myths of romantic love. For this purpose, an instrument that showed appropriate psychometric properties was created, and a cross-sectional study was carried out with a sample of 1,235 people who completed a self-administered online questionnaire. The results indicated that there were no significant differences according to sex, but there were differences in sexual orientation and type of relationship. It may be concluded that a person, regardless of sex, heterosexual or homosexual, monogamous or who has never had affective sex relations, will have a significantly greater probability of assuming the myths of romantic love than a person with a sexual orientation other than heterosexual or homosexual and who is in a non-monogamous consensual relationship."
2383,17,TITLE: Néstor Perlongher and the frenzy outside. Interview with Roberto Echavarren Néstor Perlongher y el frenesí del afuera. Entrevista a Roberto Echavarren | KEYWORDS:  | ABSTRACT: 
2384,-1,TITLE: Elephant child in dictatorship Niño elefante en dictadura | KEYWORDS:  | ABSTRACT: 
2385,18,TITLE: Contributions of queer-cuir-kuir thought and gender-sex dissidences to the production of knowledge located in a multidirectional and interdisciplinary here and now from the South-South Contribuciones del pensamiento queer-cuir-kuir y las disidencias sexo-genéricas a la producción de conocimiento situada en un aquí y ahora multidireccional e interdisciplinario desde el Sur-Sur | KEYWORDS:  | ABSTRACT: 
2386,0,"TITLE: Metasynthesis regarding the sociocultural adaptation of international university | KEYWORDS: International students; Metasynthesis; Review; Sociocultural adaptation; University | ABSTRACT: This study centers on the sociocultural adaptation experience of international students in academic life and daily life. Responses to the guiding question of what differences and similarities are discernible in the sociocultural adaptation processes that international university students experience in the university versus outside university in the receiving society. It presents a metasynthesis of 12 empirical studies that apply qualitative methodologies to the study of international university students' sociocultural adaptation, which were published in scientific journals indexed in Ebscohost, WOS and Scopus from January 2012 to March 2019. The metasynthesis results indicate that sociocultural adaption involves: (1) situations of shock that arise in the two environments of academic and daily life with specific challenges proper to each one, and (2) the deployment of varying intrapersonal and social resources in each context. Academic and daily life can be considered as necessarily linked to sociocultural adaptation given the compensatory function observed in relational dynamics of students as they move between the two settings. The emphasis of the research on presenting sociocultural adaptation as a primarily negative process, the theoretical implications of separating academic life from daily life, and the relevance of exploring the role of social networks in students' daily life are discussed."
2387,4,TITLE: Jerusalén celestial in the Andes: Iconographic appropriation and self-representation in late-colonial mural painting Jerusalén celestial en los Andes: apropiación iconográfica y autorrepresentación en la pintura mural tardo-colonial | KEYWORDS:  | ABSTRACT: 
2388,0,"TITLE: HOW TO RESPOND TO A FALLACY? | KEYWORDS: adversariality; counter-fallacies; disagreement; epistemic goals; fallacies; heuristics; meta-dialogues; strategic manoeuvring | ABSTRACT: This paper aims to resolve the following question: how should a reasonable arguer respond to a fallacy? To answer it, I take a dialectical approach to fallacies and consider their dialectical and rhetorical effects. Then, I review the current literature on the proper answer to fallacies to conclude that, under certain circumstances, all the answers provided in the literature can be helpful for the parties. Later, I attempt to provide some heuristic guidance to understand which response to a fallacy is better under which circumstance. To do that, I introduce two criteria for evaluating dialogues: the level of adversariality and the relevance of the epistemic goal. I will conclude that these criteria can help us understand which is the adequate response to fallacies and could also be important for addressing other problems in argumentation theory."
2389,9,"TITLE: Las cosas que no pasan: Relato de una transmigración | KEYWORDS: Chile; Identity; Migration; Peru; Transmigration | ABSTRACT: Migration, as a global phenomenon, has become a relevant subject to understand the contemporary world. One of the categories that would allow understanding new migration experiences is ""transmigration"": the manner of being in two places at once, made possible by technological, economic and cultural changes. Although migration between Peru and Chile is crucial to comprehend the present relationship between both countries, the viewpoint of transmigration has not yet been developed in extant research. This article seeks to move forward in that direction, also incorporating oral testimonies from the protagonists of these transnational movements. This maneuver allows us to consider new elements of the Peruvian-Chilean migration, and allows a reflection on the concept of transmigration more as the expression of a possible stage than just as a fixed identity, acknowledging the experiences of the actors involved."
2390,3,"TITLE: The Usefulness of Temporary Use: Narratives from Santiago’s Contemporary Urban Practices | KEYWORDS: Incrementality; Santiago; Temporary urbanism; Temporary use; Usefulness | ABSTRACT: Temporary use practices, enacted in spaces of uncertainty, arise from citizens’ self-made actions to reclaim and appropriate spaces for their unmet needs, but also, from urban change driven by public and private institutions. Such practices have an ambiguous character because they are emerging as alternative approaches to the conventional logics of city production using incremental learning and experimentation to demonstrate possible changes, while also being used instrumentally as palliative solutions to urban problems. This research critically explores the extent to which these practices challenge the production of public space by examining the role and usefulness of temporary interventions in the city of Santiago, Chile. The topic, widely explored in the North, has had limited academic explorations in the South, and particularly in the Chilean context where this research focuses. Instead of aiming to provide a comprehensive overview of specific temporary urbanisms from the field, this paper focuses on the narratives of multiple actors that are engaged with the making, imagining, use and regulation of different temporary use practices in Santiago. Using an interpretive approach to qualitative research, through this chapter, I examine the relevance of temporary use by challenging two rooted assumptions regarding the production of public space."
2391,0,"TITLE: Children and mapuche families in child protection professional intervention in Chile: tensions between the Rights paradigm and cultural belonging Infancia y familias mapuche en la intervención profesional desde la protección a la infancia en Chile: Tensiones entre el paradigma de Derechos y la pertenencia cultural | KEYWORDS: Childhood; mapuche families; rights | ABSTRACT: This paper addresses the need for an examination of the State’ s relationship with children in indigenous contexts as reflected in its policies and services. Based on the emergent findings of this research, racialised experien-ces of families in their contact with agencies, policies and child protection ins-titutions in Chile are revealed as well as their place within the Rights paradigm discourse guiding the government’s design. This analysis emerges from a doctoral research. It was a qualitative study that sought to explore the implication of gender in practitioners’ constructions of parenting in child protection services in Chile, in the Servicio Nacional de Me-nores, before its current reform in 2021 to become the new Servicio Mejor Ni-ñez. The data collection was made through a review of 18 case files within three child protection services, data which was later deepened and complemented with 13 interviews with practitioners carrying out those intervention proces-ses. Thus, significant findings were gathered to be discussed in light of a more comprehensive policy framework regarding the State’ contact with mapuche families through policies and services, as well as to interrogate their assigned place. This is to examine sources of contradiction and tensions from inside the dynamics of the frontline work with the intercultural and rights perspective as both enacted in policy frameworks with the focus on child protection and well-being."
2392,-1,TITLE: Picturing the unseen: Polaroid practice and the re-enchantment of the western world | KEYWORDS:  | ABSTRACT: 
2393,0,"TITLE: Prosociality in preschoolers: Study of subjective theories of early education teachers Prosocialidad en preescolares: Estudio de teorías subjetivas de profesoras de educación inicial | KEYWORDS: Educator; Infant; Learning; Prosocial; Subjective theory; Teaching | ABSTRACT: Infants would need to interact with systematic educational models, and experiences linked to receiving help from others, especially in the context of early education. With the aim of describing and interpreting preschool teachers’ subjective theories about the development, teaching, and learning of prosocial behavior, we conducted an interpretative and descriptive study using a case study with qualitative methodology. We used a convenience sampling in which episodic interviews and discussion groups were carried out to 16 preschooler teachers from a north city of Chile. Data was analyzed by using techniques of topic coding and grounded theory. From this analysis, essentialist subjective theories of human nature, infancy and prosociality were found, which support (1) preschooler teacher’ subjective theories about how prosociality develops, teaches and learns in young children, in addition to supporting (2) poor pedagogical practices of preschool teachers. Finally, results are discussed in the light of the current literature of prosocial behavior, proposing new areas of topic research and some suggestions to promote education in prosociality."
2394,11,"TITLE: Validation of an instrument on exposure of migrant communities to hate speech in the Chilean media ecosystem: preliminary results Validación de instrumento sobre exposición de comunidades migrantes a discursos de odio en el ecosistema mediático chileno: resultados preliminares | KEYWORDS: Chile; Delphi method; Hate speech; Instrument validation; Migration | ABSTRACT: Introduction: Research reports an increase in the forms of cyber hate towards migrant groups in digital contexts. However, few tools have been developed to collect the experiences of those who face such aggression. Methodology: The objective is to validate an instrument designed to assess the extent of exposure to hate speech. Additionally, it aims to examine the consequential impact on the engagement and involvement of migrant communities within the media landscape of Chile. The Delphi method, incorporating expert judgment and cognitive interviews, is implemented in this study. A meticulously crafted questionnaire comprising 26 items is applied to a pilot sample of 453 migrants residing in Chile, 51% of whom are between 30 and 59 years old, 58% are female and 60% come from Venezuela. Results: A Cronbach's Alpha of 0.95 is reached and it is found that 62% of respondents have received hate messages through Instagram (56%) and Facebook (45%), linked to their nationality (33%) and under the framing of security (43%), experiencing discomfort (53%) and hopelessness (56%). Consequently, 41% ""sometimes"" deleted media accounts from their digital information diet and only 7% ""frequently"" participate in media environments. Discussion: It is warned that cyber hate towards migrant people could produce disinformation, by news avoidance, and affect the media participation of these communities. Conclusions: A validated questionnaire was acquired to gather insights into the exposure of migrants when confronted with hate speech and its possible effects."
2395,-1,"TITLE: EMOTIONAL ADJUSTMENTS OF A PREGNANT WOMAN AND IMMIGRANT IN CHILE: STRATEGIES TO REDUCE SUFFERING AJUSTES EMOCIONALES DE UNA GESTANTE E INMIGRANTE EN CHILE: ESTRATEGIAS PARA ATENUAR EL SUFRIMIENTO | KEYWORDS: Embarazo; Emociones; Emotions; Maternal and child health; Migración; Migration; Pregnancy; Salud materno-infantil | ABSTRACT: When migrating, there is a subjective dilemma that not only includes the strangeness of what has been left but also calls for the way in which the rules of the feeling of the society they are confronted face. Therefore, the integration process also involves an emotional dimension. From a case study, with a biographical focus and an ethnographic perspective, I analyze the emotional management that a pregnant and migrant woman develops in the face of public health policy. The objective is to be able to identify the role of emotions in the trajectory of a pregnant Venezuelan user of the Chile Crece Contigo program. The life story shows how particular events, which I identify as possible obstetric and institutional violence, are attenuated by strategies of regulation and emotional transfer, which sublimate rage, pain, and suffering in a process of general migrant integration."
2396,-1,"TITLE: Effects of market structure on broadband quality in local u.s. residential service markets | KEYWORDS: broadband; internet speed; market structure; quality competition | ABSTRACT: Does entry and exit of competitors from broadband services markets have large effects on the quality of broadband plans offered to consumers? Answers to this question inform design of subsidies to improved broadband in underserved areas, and antitrust policy. The authors investigate quality effects of entry (or exit) in 2014 legacy (cable and digital subscriber line) duopoly residential markets. Entry or exit by legacy technology providers had large impacts on 2018 service quality, though impacts diminished rapidly with continued entry. Entry by a single fiber Internet service provider (ISP) had no impact on available quality; entry by more fiber ISPs had modest but statistically significant effects."
2397,-1,"TITLE: revising the record: Six stylized economic facts about pre-covid us residential broadband markets | KEYWORDS: Broadband; Competition; Price; Quality; Statistics | ABSTRACT: This article reviews available public data on the pre-COVID (2014-2018) residential broadband markets in the United States, and presents six data-driven stylized economic facts about these markets. Broadband was a significant household expenditure. There were very limited numbers of competing residential broadband Internet service providers (ISPs) in most local markets. Service prices have not decreased much over time. Quality competition seems quite important. There was very limited entry by new ISPs. Technological innovation in wireless drove much observed new entry."
2398,5,"TITLE: Instructions for COVID-19 self-tests What parts of the test are the most difficult to get right and how can information design help? | KEYWORDS: COVID-19; information design; self-test; user instructions | ABSTRACT: This paper summarises a cross-disciplinary project that explored ways of making instructions, funded as part of the UK COVID-19 rapid-response initiative. The project explored ways of making instructions for COVID-19 Lateral Flow Tests easy for lay people to use. Our method comprised rapid design decision making, where we used existing research, good practice in information design and consultation with diagnostic experts as part of the design process. Iterative review by a panel of users informed the development of prototype instructions: small studies investigated user preference for diagrams, and gathered feedback on the graphic articulation of the procedural steps involved in carrying out the test."
2399,-1,"TITLE: Beat Bad Microbes Raising public awareness of antibiotic resistance in Rwanda | KEYWORDS: AMR; Antibiotic resistance; Codesign; Health; Information design; Partnership; Patient information; User-centered design | ABSTRACT: Health-related information design has made a difference to people's lives through clear explanation of procedures, processes, disease prevention and maintenance. This paper provides an example of user-centered design being applied to engage people with the prevention of drug-resistant infection. In particular, we focus on antibiotic resistance in the specific location of a community pharmacy in Rwanda. We describe an information campaign, Beat Bad Microbes, and summarize the challenges and opportunities of working in Rwanda on a cross-disciplinary project in which design research and practice are closely integrated."
2400,-1,"TITLE: Sound, Precarity, and Mapuche Reality in Urban Santiago | KEYWORDS:  | ABSTRACT: This article explores the role of sound during the performance of the Mapuche ceremony llellipun in Santiago. It argues that ceremonial sounds create an immersive experience that facilitates intercommunication between humans, spirits, and the ecosystem amid an eco-spiritually precarious space, thereby making audible a distinctively urban Mapuche way of thinking and being in the world. In establishing and rendering perceptible human, non-human, and more-than-human relations, sound production and sensation reaffirm the often-neglected presence of eco-spiritual forces and entities in the city—central components of the Mapuche lived world. However, this lived entanglement of the anthropological, ecological, and cosmological orders facilitated by llellipun differs from that of rural Mapuche settings. Indeed, Santiago's ecological and urban precarity, which hinders communication with nature and spirits, turns llellipun into an essential means of Mapuche existence, allowing them to reactivate an eco-spiritual relationality that urbanity has certainly obstructed but not yet destroyed."
2401,-1,"TITLE: Ulutun: sound, materiality and power in a Mapuche ritual | KEYWORDS: affect; Mapuche music; materiality; ritual; shamanism; sound | ABSTRACT: In this article I reflect on sonic power in a Mapuche healing ritual guided by a machi (Mapuche ritual specialist): the ulutun. Through her prayers, songs and instrumental performance, the machi revitalises the affected person, their family, and their environment and frightens away ‘the bad’. If the machi and, to a certain extent, Chaw Ngünechen (Mapuche god with attributes of totality) are responsible for the production of sound, their power additionally comes from newen, the immanent force of the world, its beings, and objects. From a Mapuche conception of sound, this does not consist only in vibratory force, but rather also in a manifestation of newen, and the change in its vibratory qualities constitutes the expression of more or less newen. This double comprehension of sound, as both vibration and newen, aligns with ethnomusicological and affect theories and contributes to research focused on other cosmologies."
2402,23,"TITLE: The Use of Ethnography in the Study of Mapuche Music El uso de la etnografía en el estudio de las músicas mapuche | KEYWORDS: ethnography; etnografía; investigación cualitativa; Literature review; Mapuche music; música mapuche; qualitative research; Revisión bibliográfica | ABSTRACT: This paper emerges based on the ethnographic experience and theoretical-methodological reflection of its authors in the framework of their doctoral research and research project. The aim of this review is to analyze the use of ethnography in the study of Mapuche music, in Chile. We carry out a bibliographic review in various sources of information (thesis repositories, academic databases, dissemination spaces associated with mapuche organizations) and select works that address mapuche musical expressions that use the methodology in question, or some ethnographic “component” in their qualitative approaches. The analyzed corpus includes publications from 1970 to early 2019. In the thirty-two works reviewed, we identified the following methodological aspects: study topics, location of the work, duration of the field work and data collection techniques. Subsequently, we reflect on how they understand and develop ethnography as a methodological framework and as text. Finally, we reflect on the possible factors that affect the modest use of ethnography in the study of Mapuche music, a methodology that, in addition to being rarely used in the investigations of the sound expressions of this society, is, in many cases, partially used."
2403,23,TITLE: Reflexiones sobre etnomusicología y enseñanza musical en Chile: segundo simposio del Comité Nacional Chileno del Consejo Internacional para la Música Tradicional (ICTM-Chile) | KEYWORDS:  | ABSTRACT: 
2404,17,TITLE: Música y territorio en la etnomusicología latinoamericana: III Simposio del Comité Nacional Chileno del | KEYWORDS:  | ABSTRACT: 
2405,17,"TITLE: “To travel the entire extension of my homeland”: Itineraries, concerts and reception of flutist Ruperto Santa Cruz on his travels through Chile, 1866-1878 “A recorrer toda la estension de mi patria”: itinerarios, conciertos y recepción del flautista Ruperto Santa Cruz en sus viajes por Chile, 1866-1878 | KEYWORDS: Boehm flute system; Joseph White; music in Chile in the nineteenth century; music in Concepción; music in Los Ángeles; music in Valdivia; music in Valparaíso; performance practice; Ruperto Santa Cruz; Valparaíso Music Club | ABSTRACT: This article details the itineraries, performances, social reception and highlights of Ruperto Santa Cruz’s career as a concert flute player, piano teacher and protagonist of the musical scene in Chile between 1866 and 1878. This study reports since his departure from the capital – including his performances in Talca, Valdivia, Los Angeles, Concepción and Valparaíso, among the main cities he has visited – until his return to Santiago and his performances with the Cuban virtuoso Joseph White Laffita. It is observed that these activities – especially those concerning his flute concerts, were framed in the typical model of a European traveling virtuoso of the 19th century, but in this case a Chilean one and through Chile – which constitute a novel and modernizing experience for a Chilean musician from this time, and unique, in any case, for a wind instrumentalist in the country during that century. In this way, this text aims to recover and give meaning to these contributions as it is an unprecedented musical career and which contemplates elements little addressed in the historical account of music in Chile in the 19th century."
2406,17,"TITLE: “The first flautist we have in Chile”: Ruperto Santa Cruz and the beginnings of the performance of the modern flute in the country, 1856-1866 “El primer flautista que tenemos en Chile”: Ruperto Santa Cruz y los inicios de la interpretación de la flauta moderna en el país, 1856-1866 | KEYWORDS: Achille Malavasi; Boehm flute; Chile in nineteenth century; instrumental performance; José Zapiola; Louis Moreau Gottschalk; Ruperto Santa Cruz; Teatro Municipal of Santiago; Tulio Eduardo Hempel | ABSTRACT: This article reconstructs the first ten years of the musical career of the Chilean flutist Ruperto Santa Cruz, which represents the first professional experience in the flute at the concert level that occurred in the country and that until now had not been studied. It covers his musical training and contact with the Italian virtuoso Achille Malavasi in 1856, up to his concerts with Louis Moreau Gottschalk in 1866, making a tour of his performances through the press testimonies of Santiago and Valparaíso. Although he was a multifaceted musician, since during his career he also cultivated composition, teaching, band and orchestra conducting, and music publishing and journalism, the modern flute, of the Boehm system, was the element that defined him artistically. The reflection points out that, even though the memory of Ruperto Santa Cruz’s concert activity has vanished, his recovery contributes to a broader understanding of instrumental performance and concert music in Chile during the 19th century."
2407,15,TITLE: RESÚMENES DE TESIS | KEYWORDS:  | ABSTRACT: 
2408,9,"TITLE: Intermarriage in the Quilombo: Southey’s Republic of Runaway Slaves | KEYWORDS:  | ABSTRACT: For Reginald Heber, reviewer of Robert Southey’s History of Brazil in the Quarterly Review, one of the most “striking” parts of Southey’s narrative was that the Portuguese fostered intermarriage in their colonial territories, instead of promoting segregation. Depictions of intermarriage in the text are in fact abundant but remain understudied, even amongst several recent outstanding publications on Southey and imperialism. In this essay, I analyze one of these depictions of intermarriage: the quilombo of Palmares, a “rustic republic” founded by runaway slaves. I argue that Southey uses the quilombo of Palmares, a marginalized multi-ethnic community in the Portuguese imperial territory, to imagine the origin of new nations through intermarriage. I demonstrate that Southey’s Palmares superadds classical republicanism to a discourse of organic nations with distinct customs. I conclude that, for Southey, Palmares illustrates a troubling possibility suggested by the racial constitution of the Brazilian society that pushed Palmarese citizens into marginality: that the dissolution of race categories through intermarriage could be an advantageous and inevitable outcome in imperial societies."
2409,1,"TITLE: ‘They were their boyfriends’: the construction of the image of the perpetrator in cases of sexual assault in the community of Manta during the Peruvian internal armed conflict | KEYWORDS: crimes against humanity; perpetrators; Peruvian armed conflict; sexual violence; soldiers; survivors of sexual violence; Trial | ABSTRACT: Several women from the community of Manta were raped by soldiers assigned to the military bases there during the Peruvian internal armed conflict (1980-2000). Sexual assault became a repeated and systematic practice throughout the entire time the military base was operational (1984-1998). In 2016, nine women started legal proceedings to demand justice and reparations for the crimes committed against them. The aim of this article is to focus on the construction of the image of the perpetrators of sexual assaults in the military during the armed conflict, paying particular attention to Manta. To achieve this, the opinions of six of the nine rape survivors have been analyzed from conversations taking place over the two years of the field research. Also, this article will analyze how an image of the soldiers as ‘innocent' and ‘decent’ men has been constructed by the defendants. For this, the author analyzes their ethnographic field notes realized during the trial. The analysis of the conduct of both the soldiers and their lawyers during the hearings allows to observe the construction of a story of innocence that attaches to the triumphalist memoria salvadora that exists in Peru."
2410,4,"TITLE: Configuring the New Lima Art SceneGiulianaBorea.New York:Routledge,2021. | KEYWORDS:  | ABSTRACT: "
2411,1,"TITLE: The experience and subjectivity of women survivors of sexual violence perpetrated during the peruvian internal armed conflict Experiência e subjetividade de mulheres sobreviventes de violência sexual durante o conflito armado interno peruano Experiencia y subjetividad de mujeres sobrevivientes de violencia sexual durante el conflicto armado interno peruano* | KEYWORDS: Peru; Post-conflict; Rape; Rape survivors; Subjectivity; Testimony | ABSTRACT: During the Peruvian internal armed conflict, military bases were installed in the communities of Manta and Vilca in order to maintain order in the area. However, soldiers began raping women on a daily and repeated basis. The purpose of this article is to reflect on how women survivors of sexual violence have come to understand these experiences. In the article, I examine the discourse contained in the testimonies given by women from the communities of Manta and Vilca to the Peruvian Truth and Reconciliation Commission (CVR). I then analyze the in-depth conversations I had with six of the nine women survivors of rape from the Manta community who are plaintiffs in the judicial process underway since 2016 against fourteen military personnel accused of being their aggressors. These conversations are part of my ethnographic work conducted in 2018 and 2019. By way of conclusion, I note that the meanings that women survivors have given to their experiences reflect subjectivities related to the historical context, but above all to the socio-cultural context. In turn, these subjectivities vary over time, resulting in resignifications of the experiences. This paper is also intended to capture women’s voices through the use of the notion of rape survivor, which theoretically and methodologically seeks to highlight the agency and creativity of the women who are subjected to such experiences."
2412,16,"TITLE: Liberal Governments, Authoritarian Policing: Surveillance of State Enemies in Contemporary Spain | KEYWORDS: authoritarian policing; Espionage; liberal-democratic; Parliament; Spain; state enemies | ABSTRACT: Do both authoritarian and liberal-democratic regimes rely on similar forms of police govemmentality and state terror to sustain public order and security? Are police forces inherently authoritarian institutions that cannot be reformed? Our aim is to explore these questions by analysing the case of Spain, a constitutional democracy considered free by liberal standards, yet where, in the short period between 2011 and 2024, the two main policing bodies in Spain—the National Police and the Guardia Civil—were involved in the legal and illegal surveillance and espionage of almost one-hundred parliamentarians from left-wing, Basque, and Catalan organisations, the questionable infiltration of “radical” and “anti-fascist” social movements, and operations to cover up widespread royal, political, and corporate corruption."
2413,22,"TITLE: Social Unrest Crimes and the Role of the Public Criminal Defense in Chile in 2019 Los delitos del estallido social y el rol de la Defensoría Penal Pública en Chile en 2019 | KEYWORDS: Chile; criminal defense; Public Criminal Defense Office; riots; social unrest crimes | ABSTRACT: The Constitution and the Code of Criminal Procedure, as well as international treaties ratified by Chile, oblige the state to offer free legal assistance to those who require it, which is especially relevant in the criminal sphere. On the riots or social unrest that occurred in Chile in the last quarter of 2019 and early 2020, the Public Criminal Defense Office adopted a set of measures to offer legal defense to those who were detained or indicted by the criminal prosecution bodies. This research compares crime behavior in the country between 2017 and 2021 and identifies the social unrest crimes. These are a group of crimes whose frequency increased considerably during the turbulent months: 1) burglary, 2) public disorder, 3) disturbances to public order, and 4) attacks and threats against authorities. The volume and specificities of the social unrest crimes challenged the entire justice sector and, in doing so, made it possible to generate beliefs about the legitimacy of the criminal justice system. In contexts of social unrest, the generation of such beliefs seems especially important, because they can increase perceptions of injustice, enhancing the motivations that give rise to such unrest. Therefore, the operational reactions deployed in the Public Criminal Defense Office to ensure timely criminal defense services are explained. Good practices of the Public Criminal Defense Office that could be strengthened institutionally and normatively so that the justice sector is better prepared to face complex or unusual criminological phenomena, such as those that occurred during the social outburst, are also highlighted."
2414,22,"TITLE: Penal population trends in Chile from 1991 to 2007: An empirical approach to the effects of the chilean criminal procedure reform Evolución de la Población Penal en Chile desde 1991 a 2007: Aproximación empírica a los efectos de la reforma procesal penal | KEYWORDS: Alternatives to imprisonment; Correctional system; Criminal justice reform; Mass incarceration; Penal population | ABSTRACT: Criminal justice reform (RPP), implemented in Chile since 2000, constitutes the largest reform in the history of the Chilean criminal procedure. The present study uses a statistical linear regression model to assess the evolution of penal trends and the impact of the implementation of the RPP for the period 1991-2007 through comprehensive data by region, year, and procedural regime, while controlling for regional demographic growth. Findings reveal a sustained upward trend in the convicted prison population that originates in the 1990s, prior to the RPP. In addition, the reform caused a significant decrease in the prison population subjected to pre-trial custody. There is no evidence to suggest that the reform caused an increase in the convicted prison population during the study period. The effects of the reform on alternatives to imprisonment and parole are disparate. These findings provide sufficient evidence to confirm current hypotheses regarding punitive historical trends in Chile and the rights-based effects of the criminal justice reform."
2415,-1,TITLE: Editorial: abuse and disobedience: Chile’s October and the end of neoliberalism | KEYWORDS:  | ABSTRACT: 
2416,9,"TITLE: Residential Segregation and Women’s Labor Market Participation: The Case of Santiago De Chile | KEYWORDS: Economic geography; feminist economics; gender inequality; inequality; unpaid work; women’s labor force participation | ABSTRACT: Women’s labor market participation in Chile ranks among the lowest in Latin America. In a country where over 90 percent of the population lives in segregated cities, where employment opportunities cluster in affluent neighborhoods, residential sorting has surprisingly been neglected as an explanatory factor. This article addresses this omission by calculating the effects of residential segregation on labor market participation among less-educated caregivers. Using an OLS fixed effects model, the study finds that segregation entails adverse spatial mismatch effects on labor market participation. No other sub-population is affected in this manner. Hence, residential segregation contributes to the consolidation of three types of inequalities. First, it reproduces gendered inequalities within less-educated households. Second, in the context of increasing labor market participation among more-educated women, residential segregation further increases inequalities between low-income and affluent households. Finally, it deepens geographical inequalities between marginalized and non-marginalized households. HIGHLIGHTS Residential segregation has excluded less-educated caregiving women from paid work. Less-educated communities reside in regions with low job density. A spatial mismatch is a gendered phenomenon insofar as mobility is gendered. Segregation does not affect men’s or more-educated women’s labor force participation. Segregation aggravates economic, geographic, and gender inequalities."
